127.0.0.1 - - [05/Nov/2014:10:22:58 -0200] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:36 -0200] "GET /Pizzaria/img/bg-article.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:36 -0200] "GET /Pizzaria/img/bg-footer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:36 -0200] "GET /Pizzaria/css/font/websymbols-regular-webfont.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:36 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:36 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:56 -0200] "GET /Pizzaria/index.jsp HTTP/1.1" 200 12443
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:56 -0200] "GET /Pizzaria/css/skitter.styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:56 -0200] "GET /Pizzaria/css/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:56 -0200] "GET /Pizzaria/css/jquery.lightbox-0.5.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:56 -0200] "GET /Pizzaria/js/jquery-1.11.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:56 -0200] "GET /Pizzaria/js/jquery.skitter.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:56 -0200] "GET /Pizzaria/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:56 -0200] "GET /Pizzaria/js/jquery.animate-colors-min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:56 -0200] "GET /Pizzaria/js/jquery.lightbox-0.5.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:56 -0200] "GET /Pizzaria/js/ScrollScript.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:56 -0200] "GET /Pizzaria/img/galeria-01.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:56 -0200] "GET /Pizzaria/img/galeria-05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:56 -0200] "GET /Pizzaria/img/galeria-02.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:56 -0200] "GET /Pizzaria/img/galeria-8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:56 -0200] "GET /Pizzaria/img/galeria-03.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:56 -0200] "GET /Pizzaria/img/galeria-07.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:56 -0200] "GET /Pizzaria/img/galeria-06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:56 -0200] "GET /Pizzaria/img/galeria-04.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:56 -0200] "GET /Pizzaria/img/up.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:56 -0200] "GET /Pizzaria/img/bg-nav.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:56 -0200] "GET /Pizzaria/img/bg-article.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:56 -0200] "GET /Pizzaria/img/bg-h1-bar.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:56 -0200] "GET /Pizzaria/img/bg-footer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:56 -0200] "GET /Pizzaria/css/font/websymbols-regular-webfont.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:56 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:49:56 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:50:51 -0200] "GET /Pizzaria/index.jsp HTTP/1.1" 200 12452
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:50:51 -0200] "GET /Pizzaria/css/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:50:51 -0200] "GET /Pizzaria/css/jquery.lightbox-0.5.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:50:51 -0200] "GET /Pizzaria/css/skitter.styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:50:51 -0200] "GET /Pizzaria/js/jquery.skitter.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:50:51 -0200] "GET /Pizzaria/js/jquery-1.11.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:50:51 -0200] "GET /Pizzaria/js/jquery.animate-colors-min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:50:51 -0200] "GET /Pizzaria/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:50:51 -0200] "GET /Pizzaria/js/jquery.lightbox-0.5.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:50:51 -0200] "GET /Pizzaria/img/galeria-01.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:50:51 -0200] "GET /Pizzaria/js/ScrollScript.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:50:51 -0200] "GET /Pizzaria/img/galeria-05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:50:51 -0200] "GET /Pizzaria/img/galeria-8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:50:51 -0200] "GET /Pizzaria/img/galeria-03.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:50:51 -0200] "GET /Pizzaria/img/galeria-07.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:50:51 -0200] "GET /Pizzaria/img/galeria-02.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:50:51 -0200] "GET /Pizzaria/img/galeria-04.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:50:51 -0200] "GET /Pizzaria/img/up.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:50:51 -0200] "GET /Pizzaria/img/galeria-06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:50:52 -0200] "GET /Pizzaria/img/bg-h1-bar.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:50:52 -0200] "GET /Pizzaria/img/bg-article.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:50:52 -0200] "GET /Pizzaria/img/bg-nav.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:50:52 -0200] "GET /Pizzaria/img/bg-footer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:50:52 -0200] "GET /Pizzaria/css/font/websymbols-regular-webfont.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:50:52 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:50:52 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:52:24 -0200] "GET /Pizzaria/index.jsp HTTP/1.1" 200 12633
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:52:24 -0200] "GET /Pizzaria/css/skitter.styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:52:24 -0200] "GET /Pizzaria/css/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:52:24 -0200] "GET /Pizzaria/css/jquery.lightbox-0.5.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:52:24 -0200] "GET /Pizzaria/js/jquery-1.11.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:52:24 -0200] "GET /Pizzaria/js/jquery.skitter.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:52:24 -0200] "GET /Pizzaria/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:52:24 -0200] "GET /Pizzaria/js/jquery.animate-colors-min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:52:24 -0200] "GET /Pizzaria/js/jquery.lightbox-0.5.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:52:24 -0200] "GET /Pizzaria/js/ScrollScript.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:52:24 -0200] "GET /Pizzaria/img/galeria-01.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:52:24 -0200] "GET /Pizzaria/img/galeria-05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:52:24 -0200] "GET /Pizzaria/img/galeria-8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:52:24 -0200] "GET /Pizzaria/img/galeria-02.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:52:24 -0200] "GET /Pizzaria/img/galeria-03.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:52:24 -0200] "GET /Pizzaria/img/galeria-07.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:52:24 -0200] "GET /Pizzaria/img/galeria-04.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:52:24 -0200] "GET /Pizzaria/img/galeria-06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:52:24 -0200] "GET /Pizzaria/img/up.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:52:25 -0200] "GET /Pizzaria/img/bg-h1-bar.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:52:25 -0200] "GET /Pizzaria/img/bg-nav.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:52:25 -0200] "GET /Pizzaria/img/bg-article.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:52:25 -0200] "GET /Pizzaria/img/bg-footer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:52:25 -0200] "GET /Pizzaria/css/font/websymbols-regular-webfont.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:52:25 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:52:25 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:32 -0200] "GET /Pizzaria/index.jsp HTTP/1.1" 200 12656
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:32 -0200] "GET /Pizzaria/css/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:32 -0200] "GET /Pizzaria/css/jquery.lightbox-0.5.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:32 -0200] "GET /Pizzaria/css/skitter.styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:32 -0200] "GET /Pizzaria/js/jquery.skitter.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:32 -0200] "GET /Pizzaria/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:32 -0200] "GET /Pizzaria/js/jquery-1.11.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:32 -0200] "GET /Pizzaria/js/jquery.animate-colors-min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:32 -0200] "GET /Pizzaria/js/jquery.lightbox-0.5.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:32 -0200] "GET /Pizzaria/js/ScrollScript.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:32 -0200] "GET /Pizzaria/img/galeria-01.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:32 -0200] "GET /Pizzaria/img/galeria-05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:32 -0200] "GET /Pizzaria/img/galeria-02.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:32 -0200] "GET /Pizzaria/img/galeria-03.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:32 -0200] "GET /Pizzaria/img/galeria-8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:32 -0200] "GET /Pizzaria/img/galeria-07.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:32 -0200] "GET /Pizzaria/img/galeria-06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:32 -0200] "GET /Pizzaria/img/up.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:32 -0200] "GET /Pizzaria/img/galeria-04.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:32 -0200] "GET /Pizzaria/img/bg-article.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:32 -0200] "GET /Pizzaria/img/bg-nav.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:32 -0200] "GET /Pizzaria/img/bg-h1-bar.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:32 -0200] "GET /Pizzaria/img/bg-footer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:32 -0200] "GET /Pizzaria/css/font/websymbols-regular-webfont.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:32 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:32 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:53 -0200] "GET /Pizzaria/index.jsp HTTP/1.1" 200 12650
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:53 -0200] "GET /Pizzaria/css/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:53 -0200] "GET /Pizzaria/css/skitter.styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:53 -0200] "GET /Pizzaria/css/jquery.lightbox-0.5.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:53 -0200] "GET /Pizzaria/js/jquery-1.11.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:53 -0200] "GET /Pizzaria/js/jquery.skitter.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:53 -0200] "GET /Pizzaria/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:53 -0200] "GET /Pizzaria/js/jquery.lightbox-0.5.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:53 -0200] "GET /Pizzaria/js/jquery.animate-colors-min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:53 -0200] "GET /Pizzaria/js/ScrollScript.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:53 -0200] "GET /Pizzaria/img/galeria-01.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:53 -0200] "GET /Pizzaria/img/galeria-05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:53 -0200] "GET /Pizzaria/img/galeria-8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:53 -0200] "GET /Pizzaria/img/galeria-02.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:53 -0200] "GET /Pizzaria/img/galeria-03.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:53 -0200] "GET /Pizzaria/img/galeria-07.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:53 -0200] "GET /Pizzaria/img/galeria-04.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:53 -0200] "GET /Pizzaria/img/galeria-06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:53 -0200] "GET /Pizzaria/img/up.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:54 -0200] "GET /Pizzaria/img/bg-h1-bar.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:54 -0200] "GET /Pizzaria/img/bg-article.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:54 -0200] "GET /Pizzaria/img/bg-nav.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:54 -0200] "GET /Pizzaria/img/bg-footer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:54 -0200] "GET /Pizzaria/css/font/websymbols-regular-webfont.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:54 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:10:53:54 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:00 -0200] "GET /Pizzaria/index.jsp HTTP/1.1" 200 12650
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:00 -0200] "GET /Pizzaria/css/skitter.styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:00 -0200] "GET /Pizzaria/css/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:00 -0200] "GET /Pizzaria/css/jquery.lightbox-0.5.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:00 -0200] "GET /Pizzaria/js/jquery-1.11.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:00 -0200] "GET /Pizzaria/js/jquery.skitter.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:00 -0200] "GET /Pizzaria/js/jquery.animate-colors-min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:00 -0200] "GET /Pizzaria/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:00 -0200] "GET /Pizzaria/js/ScrollScript.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:00 -0200] "GET /Pizzaria/js/jquery.lightbox-0.5.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:00 -0200] "GET /Pizzaria/img/galeria-01.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:00 -0200] "GET /Pizzaria/img/galeria-05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:00 -0200] "GET /Pizzaria/img/galeria-8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:00 -0200] "GET /Pizzaria/img/galeria-02.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:00 -0200] "GET /Pizzaria/img/galeria-03.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:00 -0200] "GET /Pizzaria/img/galeria-07.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:00 -0200] "GET /Pizzaria/img/galeria-06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:00 -0200] "GET /Pizzaria/img/up.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:00 -0200] "GET /Pizzaria/img/galeria-04.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:01 -0200] "GET /Pizzaria/img/bg-nav.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:01 -0200] "GET /Pizzaria/img/bg-h1-bar.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:01 -0200] "GET /Pizzaria/img/bg-article.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:01 -0200] "GET /Pizzaria/img/bg-footer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:01 -0200] "GET /Pizzaria/css/font/websymbols-regular-webfont.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:01 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:01 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:33 -0200] "GET /Pizzaria/index.jsp HTTP/1.1" 200 12650
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:33 -0200] "GET /Pizzaria/css/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:33 -0200] "GET /Pizzaria/css/skitter.styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:33 -0200] "GET /Pizzaria/css/jquery.lightbox-0.5.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:33 -0200] "GET /Pizzaria/js/jquery-1.11.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:33 -0200] "GET /Pizzaria/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:33 -0200] "GET /Pizzaria/js/jquery.skitter.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:33 -0200] "GET /Pizzaria/js/jquery.animate-colors-min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:33 -0200] "GET /Pizzaria/js/jquery.lightbox-0.5.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:33 -0200] "GET /Pizzaria/js/ScrollScript.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:33 -0200] "GET /Pizzaria/img/galeria-01.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:33 -0200] "GET /Pizzaria/img/galeria-05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:33 -0200] "GET /Pizzaria/img/galeria-8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:33 -0200] "GET /Pizzaria/img/galeria-02.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:33 -0200] "GET /Pizzaria/img/galeria-03.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:33 -0200] "GET /Pizzaria/img/galeria-07.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:33 -0200] "GET /Pizzaria/img/galeria-04.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:33 -0200] "GET /Pizzaria/img/up.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:33 -0200] "GET /Pizzaria/img/galeria-06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:34 -0200] "GET /Pizzaria/img/bg-nav.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:34 -0200] "GET /Pizzaria/img/bg-article.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:34 -0200] "GET /Pizzaria/img/bg-h1-bar.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:34 -0200] "GET /Pizzaria/img/bg-footer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:34 -0200] "GET /Pizzaria/css/font/websymbols-regular-webfont.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:34 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:07:34 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
